customerID,Sum of tenure,PaymentMethod,Sum of MonthlyCharges
0895-UADGO,8,Mailed check,44.55
0897-FEGMU,11,Electronic check,99.5
0898-XCGTF,61,Bank transfer (automatic),96.5
0899-LIIBW,34,Electronic check,100.85
0899-WZRSD,56,Mailed check,105.35
0902-RFHOF,38,Mailed check,20.1
0902-XKXPN,69,Bank transfer (automatic),20.2
0906-QVPMS,72,Bank transfer (automatic),115.15
0907-HQNTS,70,Credit card (automatic),113
0909-SDHNU,7,Mailed check,29.8
0909-SELIE,61,Bank transfer (automatic),80.8
0913-XWSCN,55,Bank transfer (automatic),85.5
0916-KNFAJ,61,Mailed check,69.9
0916-QOFDP,14,Electronic check,95.8
0917-EZOLA,72,Bank transfer (automatic),104.15
0921-OHLVP,22,Electronic check,83.05
0923-PNFUB,3,Electronic check,83.75
0924-BJCRC,60,Electronic check,89.45
0925-VYDLG,3,Electronic check,75.25
0927-CNGRH,1,Mailed check,19.55
0927-LCSMG,7,Mailed check,74.65
0928-JMXNP,4,Electronic check,29.9
0928-XUTSN,13,Electronic check,80.5
0929-HYQEW,3,Mailed check,50.15
0929-PECLO,63,Bank transfer (automatic),89.6
0930-EHUZA,36,Mailed check,76.35
0931-MHTEM,54,Credit card (automatic),100.05
0932-YIXYU,47,Credit card (automatic),20.25
0936-NQLJU,41,Credit card (automatic),20.65
0939-EREMR,13,Mailed check,53.45
0939-YAPAF,35,Electronic check,100.25
0940-OUQEC,10,Bank transfer (automatic),80.7
0942-KOWSM,30,Bank transfer (automatic),80.8
0943-ZQPXH,44,Bank transfer (automatic),92.95
0945-TSONX,47,Credit card (automatic),85.3
0946-CLJTI,58,Electronic check,98.7
0946-FKYTX,52,Mailed check,30.1
0947-IDHRQ,7,Mailed check,80.3
0947-MUGVO,20,Electronic check,73.65
0952-KMEEH,13,Mailed check,98.15
0953-LGOVU,12,Mailed check,35.5
0956-ACVZC,54,Credit card (automatic),94.1
0956-SYCWG,13,Electronic check,19.65
0958-YHXGP,7,Mailed check,69.9
0959-WHOKV,42,Electronic check,99
0960-HUWBM,65,Bank transfer (automatic),104.1
0961-ZWLVI,49,Credit card (automatic),109.2
0962-CQPWQ,62,Bank transfer (automatic),20.3
0963-ZBDRN,32,Electronic check,96.2
0967-BMLBD,11,Mailed check,20
0968-GSIKN,1,Mailed check,70.8
0969-RGKCU,37,Credit card (automatic),19.8
0970-ETWGE,1,Electronic check,89.55
0970-QXPXW,1,Mailed check,19.65
0971-QIFJK,69,Bank transfer (automatic),24.25
0973-KYVNF,72,Credit card (automatic),70.65
0975-UYDTX,26,Credit card (automatic),90.1
0975-VOOVL,3,Mailed check,29.2
0979-MOZQI,62,Bank transfer (automatic),39
0979-PHULV,69,Credit card (automatic),99.45
0980-FEXWF,26,Mailed check,50.35
0980-PVMRC,40,Electronic check,50.85
0983-TATYJ,33,Mailed check,51.45
0988-AADSA,72,Bank transfer (automatic),80.85
0988-JRWWP,3,Electronic check,54.2
0991-BRRFB,18,Electronic check,49.4
0993-OSGPT,68,Bank transfer (automatic),60.65
0997-YTLNY,19,Mailed check,48.8
0999-QXNSA,7,Mailed check,45.75
1000-AJSLD,1,Mailed check,20.1
1004-NOZNR,56,Credit card (automatic),94.8
1009-IRMNA,7,Bank transfer (automatic),20
1010-DIAUQ,5,Bank transfer (automatic),96.5
1013-QCWAM,66,Electronic check,100.8
1015-JPFYW,7,Mailed check,19.45
1015-OWJKI,1,Mailed check,19.05
1016-DJTSV,8,Electronic check,69.7
1017-FBQMM,62,Credit card (automatic),106.05
1020-JPQOW,56,Electronic check,90.55
1022-RKXDR,41,Mailed check,24.85
1023-BQXZE,57,Bank transfer (automatic),74.35
1024-GUALD,1,Electronic check,24.8
1024-KPRBB,38,Mailed check,89.1
1024-VRZHF,11,Electronic check,74.95
1025-FALIX,26,Credit card (automatic),69.05
1027-LKKQQ,72,Bank transfer (automatic),80.45
1028-FFNJK,30,Electronic check,101.5
1029-QFBEN,1,Mailed check,19.55
1031-IIDEO,1,Electronic check,70.85
1032-MAELW,68,Electronic check,78.45
1035-IPQPU,63,Electronic check,103.5
1036-GUDCL,60,Credit card (automatic),79.05
1038-RQOST,19,Mailed check,20.6
1038-ZAGBI,12,Bank transfer (automatic),19.8
1041-RXHRA,41,Bank transfer (automatic),70.25
1042-HFUCW,25,Credit card (automatic),54.75
1043-UXOVO,71,Credit card (automatic),113.15
1043-YCUTE,56,Credit card (automatic),25.15
1045-LTCYT,8,Credit card (automatic),21.05
1047-NNCBF,20,Credit card (automatic),70.55
1047-RNXZV,43,Mailed check,19.55
1049-FYSYG,17,Credit card (automatic),35.65
1051-EQPZR,44,Mailed check,19.6
1051-GEJLJ,2,Mailed check,19.5
1052-QJIBV,71,Credit card (automatic),19.9
1053-MXTTK,72,Bank transfer (automatic),108.65
1057-FOGLZ,18,Mailed check,19.65
1060-ENTOF,67,Credit card (automatic),105.4
1061-PNTHC,56,Mailed check,109.6
1062-LHZOD,1,Mailed check,69.9
1063-DHQJF,69,Mailed check,92.15
1064-FBXNK,1,Credit card (automatic),19.85
1066-JKSGK,1,Mailed check,20.15
1069-QJOEE,25,Electronic check,19.9
1069-XAIEM,1,Electronic check,85.05
1073-XXCZD,55,Bank transfer (automatic),25.7
1074-AMIOH,53,Bank transfer (automatic),108.25
1074-WVEVG,59,Mailed check,20.35
1075-BGWOH,16,Electronic check,98.75
1077-HUUJM,7,Electronic check,71.05
1078-TDCRN,3,Electronic check,30.75
1080-BWSYE,64,Credit card (automatic),25.65
1084-MNSMJ,51,Credit card (automatic),85.5
1084-UQCHV,1,Bank transfer (automatic),69.75
1085-LDWAM,69,Credit card (automatic),20.35
1086-LXKFY,1,Mailed check,69.1
1087-GRUYI,38,Bank transfer (automatic),20.4
1087-UDSIH,3,Mailed check,19.6
1088-AUUZZ,56,Credit card (automatic),75.85
1088-CNNKB,63,Credit card (automatic),80
1089-HDMKP,11,Electronic check,54.55
1089-XZWHH,24,Mailed check,19.7
1090-ESELR,72,Bank transfer (automatic),105.5
1090-PYKCI,69,Credit card (automatic),105.1
1091-SOZGA,56,Credit card (automatic),99.8
1092-GANHU,17,Electronic check,76.65
1092-WPIVQ,18,Mailed check,25.1
1093-YSWCA,11,Credit card (automatic),19.55
1094-BKOSX,45,Bank transfer (automatic),51
1095-JUDTC,47,Electronic check,95.05
1095-WGNGG,61,Bank transfer (automatic),101.05
1096-ADRUX,66,Bank transfer (automatic),74.25
1097-FSPVW,42,Credit card (automatic),54.55
1098-KFQEC,55,Credit card (automatic),19.4
1098-TDVUQ,1,Bank transfer (automatic),19.25
1099-BTKWT,68,Electronic check,54.4
1099-GODLO,1,Mailed check,20.35
1100-DDVRV,17,Mailed check,49.8
1101-SSWAG,15,Electronic check,51.1
1104-FEJAM,28,Electronic check,64.4
1104-TNLZA,28,Electronic check,105.8
1106-HRLKZ,40,Mailed check,19.6
1110-KYLGQ,63,Credit card (automatic),108.25
1112-CUNAO,15,Electronic check,89.85
1113-IUJYX,14,Mailed check,105.95
1114-CENIM,54,Credit card (automatic),55
1116-DXXDF,39,Electronic check,100.45
1116-FRYVH,48,Mailed check,39.4
1120-BMWUB,16,Mailed check,53.9
1121-QSIVB,44,Mailed check,77.55
1122-JWTJW,1,Mailed check,70.65
1122-YJBCS,69,Credit card (automatic),53.65
1125-SNVCK,49,Mailed check,43.8
1131-ALZWV,24,Bank transfer (automatic),24.6
1131-QQZEB,71,Bank transfer (automatic),23.95
1131-SUEKT,61,Bank transfer (automatic),98.45
1133-KXCGE,18,Mailed check,20.1
1134-YWTYF,27,Electronic check,53.8
1135-HIORI,64,Electronic check,111.45
1135-LMECX,1,Mailed check,19.85
1136-XGEQU,50,Credit card (automatic),84.15
1137-DGOWI,30,Bank transfer (automatic),70.25
1139-WUOAH,57,Credit card (automatic),53.35
1140-UKVZG,17,Mailed check,24.8
1142-IHLOO,51,Credit card (automatic),87.55
1142-WACZW,2,Bank transfer (automatic),29.85
1143-NMNQJ,2,Electronic check,85.7
1150-FTQGN,60,Bank transfer (automatic),94.15
1150-WFARN,67,Credit card (automatic),108.75
1153-GNOLC,33,Electronic check,39.1
1154-HYWWO,38,Mailed check,70.6
1156-ZFYDO,1,Electronic check,19.75
1157-BQCUW,1,Electronic check,74.95
1159-WFSGR,16,Electronic check,20.4
1162-ECVII,72,Bank transfer (automatic),109.75
1163-ONYEY,41,Credit card (automatic),74.55
1163-VIPRI,65,Electronic check,109.3
1166-PQLGG,72,Bank transfer (automatic),19.55
1167-OYZJF,67,Bank transfer (automatic),20.05
1169-SAOCL,49,Bank transfer (automatic),106.65
1169-WCVAK,19,Credit card (automatic),88.8
1170-SASML,69,Bank transfer (automatic),85.4
1171-TYKUR,47,Electronic check,25.4
1172-VIYBP,53,Bank transfer (automatic),69.7
1173-NOEYG,27,Bank transfer (automatic),90.15
1173-XZPYF,11,Electronic check,89.2
1174-FGIFN,28,Electronic check,90.45
1177-XZBJL,53,Bank transfer (automatic),64.15
1178-PZGAB,19,Credit card (automatic),20.25
1179-INLAT,3,Mailed check,19.45
1183-CANVH,23,Bank transfer (automatic),60
1184-PJVDB,10,Electronic check,79.95
1187-WILMM,63,Credit card (automatic),89.4
1193-RTSLK,38,Credit card (automatic),83.9
1194-BHJYC,61,Mailed check,62.15
1194-HVAIF,27,Credit card (automatic),95
1194-SPVSP,1,Bank transfer (automatic),19.65
1195-OIYEJ,13,Electronic check,91.1
1196-AMORA,7,Electronic check,73.6
1197-BVMVG,4,Electronic check,74.45
1200-TUZHR,8,Electronic check,85.2
1202-KKGFU,12,Bank transfer (automatic),54.2
1205-WNWPJ,7,Mailed check,59.5
1206-EHBDD,56,Bank transfer (automatic),80.3
1207-BLKSA,52,Mailed check,23.05
1208-DNHLN,23,Credit card (automatic),48.35
1208-NBVFH,20,Electronic check,49.6
1209-VFFOC,68,Mailed check,56.4
1212-GLHMD,3,Mailed check,86.05
1213-NGCUN,6,Bank transfer (automatic),49.65
1215-EXRMO,50,Mailed check,20.55
1215-FIGMP,60,Bank transfer (automatic),89.9
1215-VFYVK,4,Mailed check,48.25
1216-BGTSP,45,Credit card (automatic),108.45
1216-JWVUX,25,Electronic check,75.5
1217-VASWC,43,Bank transfer (automatic),100.55
1218-VKFPE,12,Mailed check,19
1219-NNDDO,9,Electronic check,76.85
1221-GHZEP,62,Mailed check,65.1
1222-KJNZD,40,Bank transfer (automatic),20.4
1222-LRYKO,6,Mailed check,26.35
1223-UNPKS,20,Mailed check,20.05
1226-IENZN,16,Electronic check,78.75
1226-JZNKR,8,Electronic check,19.8
1226-UDFZR,2,Mailed check,49.6
1227-UDMZR,72,Bank transfer (automatic),91.15
1228-FZFRV,50,Credit card (automatic),105.95
1228-ZLNBX,21,Mailed check,75.3
1229-RCALF,64,Electronic check,115
1230-QAJDW,3,Mailed check,65.25
1231-YNDEK,58,Bank transfer (automatic),19.15
1236-WFCDV,14,Credit card (automatic),90.45
1237-WIYYZ,18,Mailed check,19.55
1240-HCBOH,67,Mailed check,26.1
1240-KNSEZ,1,Mailed check,20.1
1241-EZFMJ,61,Bank transfer (automatic),25.45
1241-FPMOF,52,Mailed check,19.65
1245-HARPS,14,Mailed check,20.4
1247-QBVSH,43,Mailed check,50.2
1248-DYXUB,52,Mailed check,24.8
1251-KRREG,2,Mailed check,54.4
1251-STYSZ,4,Electronic check,80.25
1254-IZEYF,31,Electronic check,99.95
1257-SXUXQ,5,Mailed check,19.45
1258-YMZNM,27,Bank transfer (automatic),110.5
1260-TTRXI,4,Electronic check,54.3
1261-FWTTE,23,Bank transfer (automatic),34.65
1262-OPMFY,9,Bank transfer (automatic),75.75
1264-BYWMS,55,Electronic check,96.8
1264-FUHCX,49,Credit card (automatic),56.3
1265-BCFEO,71,Bank transfer (automatic),80.45
1265-HVPZB,59,Credit card (automatic),66.4
1265-XTECC,68,Credit card (automatic),96.55
1265-ZFOSD,64,Mailed check,81.3
1266-NZYUI,72,Bank transfer (automatic),66.85
1268-ASBGA,16,Credit card (automatic),85.35
1269-FOYWN,44,Bank transfer (automatic),20
1270-XKUCC,30,Mailed check,19.7
1271-SJBGZ,12,Electronic check,43.65
1271-UODNO,39,Credit card (automatic),53.85
1272-ILHFG,15,Mailed check,19.65
1273-MTETI,4,Electronic check,88.85
1282-IHQAC,70,Credit card (automatic),44.05
1285-OKIPP,1,Electronic check,79.9
1291-CUOCY,72,Credit card (automatic),110.6
1293-BSEUN,72,Mailed check,20.7
1293-HHSHJ,35,Mailed check,21.1
1297-VQDRP,68,Credit card (automatic),107.15
1298-PHBTI,71,Electronic check,84.8
1299-AURJA,70,Bank transfer (automatic),24.7
1301-LOPVR,29,Credit card (automatic),55.35
1302-TPUBN,66,Bank transfer (automatic),19.35
1302-UHBDD,20,Electronic check,89.95
1303-SRDOK,55,Credit card (automatic),69.05
1304-BCCFO,9,Mailed check,70.05
1304-NECVQ,2,Electronic check,78.55
1304-SEGFY,72,Electronic check,97.85
1306-RPWXZ,49,Credit card (automatic),20.45
1307-ATKGB,24,Electronic check,89.55
1307-TVUFB,42,Bank transfer (automatic),79.35
1309-BXVOQ,21,Electronic check,106.1
1309-XGFSN,52,Electronic check,80.85
1310-QRITU,18,Electronic check,50.3
1319-YLZJG,12,Electronic check,84.6
1320-GVNHT,72,Credit card (automatic),108.4
1320-HTRDR,3,Electronic check,75.5
1320-REHCS,52,Electronic check,110.75
1322-AGOQM,46,Bank transfer (automatic),30.3
1323-OOEPC,53,Credit card (automatic),98.4
1324-NLTJE,15,Credit card (automatic),55
1325-USMEC,70,Credit card (automatic),99.35
1328-EUZHC,18,Mailed check,20.1
1329-VHWNP,7,Bank transfer (automatic),25.05
1333-PBMXB,54,Bank transfer (automatic),24.75
1334-FJSVR,1,Electronic check,24.25
1334-PDUKM,68,Credit card (automatic),86.45
1335-HQMKX,72,Electronic check,101.35
1335-MXCSE,55,Credit card (automatic),55.25
1335-NTIUC,9,Electronic check,24.95
1336-EZFZY,4,Mailed check,20.05
1337-BOZWO,18,Credit card (automatic),46.4
1338-CECEE,41,Bank transfer (automatic),68.5
1342-JPNKI,10,Bank transfer (automatic),86.05
1343-EHPYB,63,Electronic check,103.4
1345-GKDZZ,6,Mailed check,19.55
1345-ZUKID,14,Mailed check,19.35
1346-PJWTK,61,Credit card (automatic),94.15
1346-UFHAX,13,Credit card (automatic),80
1347-KTTTA,64,Credit card (automatic),102.45
1349-WXNGG,1,Bank transfer (automatic),20.05
1352-HNSAW,72,Bank transfer (automatic),115.6
1352-VHKAJ,27,Bank transfer (automatic),71.6
1353-GHZOS,22,Bank transfer (automatic),59.75
1353-LJWEM,11,Electronic check,60.9
1354-YZFNB,4,Credit card (automatic),19.55
1355-KUSBG,7,Electronic check,48.8
1356-MKYSK,6,Credit card (automatic),78.65
1357-BIJKI,50,Electronic check,98.25
1357-MVDOZ,11,Bank transfer (automatic),59.65
1360-JYXKQ,54,Electronic check,99.1
1360-RCYRT,23,Bank transfer (automatic),30.35
1360-XFJMR,67,Credit card (automatic),109.7
1363-TXLSL,1,Electronic check,70.3
1370-GGAWX,46,Electronic check,94.15
1371-DWPAZ,0,Credit card (automatic),56.05
1371-OJCEK,48,Bank transfer (automatic),24.35
1371-WEPDS,40,Electronic check,55.8
1373-ORVIZ,11,Electronic check,66.35
1374-DMZUI,4,Electronic check,94.3
1376-HHBDV,30,Mailed check,48.8
1379-FRVEB,15,Electronic check,91
1383-EZRWL,7,Mailed check,20.05
1384-RCUXW,16,Mailed check,80.55
1385-TQOZW,9,Credit card (automatic),20.45
1386-ZIKUV,7,Mailed check,18.95
1389-CXMLU,3,Electronic check,91.05
1389-WNUIB,20,Bank transfer (automatic),76
1391-UBDAR,11,Electronic check,72.9
1393-IMKZG,1,Electronic check,95.85
1394-SUIUH,44,Electronic check,85.15
1395-OFUWC,43,Credit card (automatic),29.3
1395-WSWXR,24,Mailed check,20.75
1396-QWFBJ,21,Bank transfer (automatic),74.05
1397-XKKWR,7,Mailed check,35.3
1399-OUPJN,57,Bank transfer (automatic),19.75
1399-UBQIU,11,Electronic check,69.35
1400-MMYXY,3,Electronic check,105.9
1400-WIVLL,57,Electronic check,107.95
1401-FTHFQ,23,Credit card (automatic),20
1402-PTHGN,18,Mailed check,61.5
1403-GYAFU,70,Credit card (automatic),20.05
1403-LKLIK,33,Mailed check,20.1
1406-PUQVY,1,Electronic check,49.9
1407-DIGZV,3,Mailed check,19.1
1409-PHXTF,54,Electronic check,110.45
1410-RSCMR,7,Credit card (automatic),71.35
1414-YADCW,70,Bank transfer (automatic),84.6
1415-YFWLT,1,Electronic check,89.3
1421-HCERK,30,Bank transfer (automatic),105.7
1422-DGUBX,32,Electronic check,79.25
1423-BMPBQ,1,Mailed check,19
1427-VERSM,56,Electronic check,98.7
1428-GTBJJ,11,Electronic check,74.55
1428-IEDPR,52,Electronic check,109.3
1429-UYJSV,12,Mailed check,19.7
1430-SFQSA,29,Mailed check,35.6
1431-AIDJQ,33,Credit card (automatic),82.1
1431-CYWMH,22,Bank transfer (automatic),19.05
1432-FPAXX,29,Electronic check,30.6
1436-ZMJAN,10,Credit card (automatic),67.8
1439-LCGVL,26,Mailed check,19.2
1442-BQPVU,13,Electronic check,29.15
1442-OKRJE,66,Bank transfer (automatic),103.15
1444-VVSGW,70,Credit card (automatic),115.65
1447-GIQMR,1,Electronic check,69.15
1447-PJGGA,57,Electronic check,95.25
1448-CYWKC,58,Credit card (automatic),105.2
1448-PWKYE,1,Electronic check,80
1449-XQEMT,3,Mailed check,19.8
1450-GALXR,10,Electronic check,98.5
1450-SKCVI,56,Electronic check,73.85
1452-KIOVK,22,Credit card (automatic),89.1
1452-UZOSF,72,Credit card (automatic),106.1
1452-VOQCH,1,Electronic check,75.1
1452-XRSJV,39,Credit card (automatic),51.05
1453-RZFON,1,Mailed check,49.9
1455-ESIQH,1,Electronic check,89.1
1455-HFBXA,52,Credit card (automatic),91.6
1455-UGQVH,10,Electronic check,98.5
1456-TWCGB,4,Mailed check,49.25
1459-QNFQT,70,Bank transfer (automatic),59.5
1460-UZPRJ,60,Mailed check,19.95
1465-LNTLJ,8,Credit card (automatic),64.4
1465-VINDH,10,Credit card (automatic),102.1
1465-WCZVT,3,Mailed check,19.65
1468-DEFNC,64,Bank transfer (automatic),24.4
1469-LBJQJ,66,Electronic check,105.2
1470-PSXNM,49,Electronic check,93.65
1471-GIQKQ,1,Electronic check,49.95
1472-TNCWL,36,Electronic check,94.7
1474-JUWSM,58,Electronic check,68.4
1475-VWVDO,7,Electronic check,74.9
1478-VPOAD,1,Electronic check,43.8
1480-BKXGA,72,Bank transfer (automatic),116.05
1480-IVEVR,35,Bank transfer (automatic),81.6
1481-ZUWZA,28,Credit card (automatic),94.5
1482-OXZSY,30,Bank transfer (automatic),100.4
1485-YDHMM,52,Bank transfer (automatic),93.25
1488-PBLJN,72,Bank transfer (automatic),116.85
1488-SYSFC,31,Electronic check,20.65
1492-KGETH,70,Bank transfer (automatic),78.35
1492-QGCLU,53,Electronic check,85.7
1493-AMTIE,1,Bank transfer (automatic),20.2
1494-EJZDW,10,Mailed check,20.15
1496-GGSUK,1,Mailed check,25.7
1498-DQNRX,29,Mailed check,19.85
1498-NHTLT,59,Electronic check,86.75
1501-SGHBW,2,Mailed check,45.85
1502-XFCVR,58,Electronic check,106.45
1506-YJTYT,45,Credit card (automatic),73.85
1508-DFXCU,12,Electronic check,81.45
1513-XNPPH,12,Electronic check,89.4
1518-OMDIK,33,Credit card (automatic),44.55
1518-VOWAV,9,Electronic check,74.65
1522-VVDMG,7,Electronic check,89.75
1525-LNLOJ,66,Bank transfer (automatic),63.3
1527-SXDPN,52,Bank transfer (automatic),96.25
1530-ZTDOZ,49,Bank transfer (automatic),40.65
1534-OULXE,61,Bank transfer (automatic),49.7
1535-VTJOQ,24,Credit card (automatic),25.15
1536-HBSWP,1,Electronic check,49.9
1536-YHDOE,17,Mailed check,62.1
1539-LNKHM,12,Mailed check,20.4
1541-ETJZO,1,Mailed check,62.05
1543-LLLFT,61,Mailed check,98.3
1544-JJMYL,27,Credit card (automatic),69.35
1545-ACTAS,48,Bank transfer (automatic),99.7
1545-JFUML,71,Electronic check,99
1548-ARAGG,4,Mailed check,58.5
1548-FEHVL,61,Electronic check,106.2
1550-EENBN,31,Electronic check,104.35
1550-LOAHA,32,Bank transfer (automatic),84.15
1552-AAGRX,30,Bank transfer (automatic),106.4
1552-CZCLL,55,Credit card (automatic),20
1552-TKMXS,42,Credit card (automatic),20.35
1555-DJEQW,70,Bank transfer (automatic),114.2
1555-HAPSU,71,Credit card (automatic),23.9
1557-EMYVT,43,Credit card (automatic),115.05
1559-DTODC,19,Bank transfer (automatic),25.15
1561-BWHIN,19,Mailed check,19.8
1563-IWQEX,12,Mailed check,19.7
1564-HJUVY,4,Bank transfer (automatic),63.75
1564-NTYXF,13,Electronic check,82
1565-RHDJD,4,Bank transfer (automatic),84.05
1567-DSCIC,8,Electronic check,94
1568-BEKZM,70,Credit card (automatic),90.05
1568-LJSZU,68,Credit card (automatic),92.2
1569-TTNYJ,5,Electronic check,78.75
1571-SAVHK,12,Mailed check,99.95
1573-LGXBA,57,Credit card (automatic),97.55
1574-DYCWE,51,Mailed check,19.95
1575-KRZZE,4,Electronic check,55.2
1576-PFZIW,70,Credit card (automatic),105.35
1577-HKTFG,30,Bank transfer (automatic),19.65
1579-KLYDT,7,Electronic check,90.45
1580-BMCMR,19,Electronic check,87.3
1582-RAFML,1,Mailed check,60.1
1583-IHQZE,12,Mailed check,112.95
1585-MQSSU,17,Mailed check,51.5
1587-FKLZB,66,Credit card (automatic),99.5
1589-AGTLK,3,Electronic check,45.35
1591-MQJTP,51,Bank transfer (automatic),93.65
1591-NFNLQ,51,Credit card (automatic),80
1591-XWLGB,71,Credit card (automatic),19.85
1596-BBVTG,35,Credit card (automatic),75.35
1596-OQSPS,11,Electronic check,51.1
1597-FZREH,2,Electronic check,76.4
1597-LHYNC,26,Electronic check,95
1599-EAHXY,60,Credit card (automatic),23.95
1599-MMYRQ,62,Credit card (automatic),81.45
1600-DILPE,12,Bank transfer (automatic),45
1602-IJQQE,4,Electronic check,75.35
1608-GMEWB,45,Bank transfer (automatic),93.9
1612-EOHDH,1,Electronic check,45.15
1614-JBEBI,8,Mailed check,20.7
1618-CFHME,2,Electronic check,75.9
1619-YWUBB,68,Credit card (automatic),24.95
1621-YNCJH,36,Credit card (automatic),106.05
1622-HSHSF,1,Mailed check,19.55
1623-NLDOT,42,Mailed check,33.55
1624-NALOJ,5,Electronic check,89.8
1624-WOIWJ,10,Mailed check,84.7
1625-JAIIY,68,Electronic check,83
1626-ERCMM,20,Electronic check,94.55
1627-AFWVJ,29,Mailed check,19.4
1628-BIZYP,1,Electronic check,85
1629-DQQVB,14,Bank transfer (automatic),50.1
1635-FJFCC,5,Credit card (automatic),44.05
1635-HDGFT,19,Mailed check,20.5
1635-NZATJ,71,Credit card (automatic),25.45
1636-NTNCO,4,Credit card (automatic),50.95
1640-PLFMP,1,Electronic check,70.25
